City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,cherskiy,68.75,161.3,5.36,68,83,10.02,RU,1684303899
368,henties bay,-22.116,14.2845,13.91,93,1,0.9,NA,1684303900
369,ishigaki,24.3448,124.1572,25.2,89,100,10.37,JP,1684303704
370,santa cruz,-17.8,-63.1667,18.7,88,0,1.03,BO,1684303875
371,vardo,70.3705,31.1107,11.99,71,0,1.03,NO,1684303900
372,rozkishne,48.5074,39.3004,16.34,64,1,4.1,UA,1684303900
373,eyl,7.9803,49.8164,30.97,60,61,7.99,SO,1684303906
374,flin flon,54.7682,-101.865,9.49,67,73,4.39,CA,1684303906
375,guerrero negro,27.9769,-114.0611,15.26,90,66,4.91,MX,1684303907
376,sijunjung,-0.6876,100.9537,33.75,48,53,0.81,ID,1684303907
377,abnub,27.2696,31.1511,30.99,15,0,0.46,EG,1684303907
378,ajra,16.1167,74.2,36.07,21,0,0.86,IN,1684303908
379,pangai,-19.8,-174.35,24.9,70,67,9.51,TO,1684303908
380,raga,8.4596,25.678,29.44,47,89,2.68,SS,1684303908
381,haines junction,60.7522,-137.5108,10.97,35,25,2.57,CA,1684303908
382,guaruja,-23.9931,-46.2564,21.61,26,97,0.45,BR,1684303909
383,fort smith,35.3859,-94.3986,19.02,83,100,3.6,US,1684303909
384,gambela,8.25,34.5833,26.75,68,100,1.62,ET,1684303909
385,medvedka,61.1629,46.387,20.67,42,23,2.84,RU,1684303909
386,gander,48.9682,-54.5906,6.07,81,100,6.71,CA,1684303646
387,kaduqli,11.0167,29.7167,34.47,32,62,1.93,SD,1684303910
388,tautira,-17.7333,-149.15,26.74,77,7,2.99,PF,1684303910
389,nador,35.174,-2.9287,21.04,64,0,4.12,MA,1684303910
390,kuhdasht,33.535,47.6061,21.7,15,1,1.9,IR,1684303910
391,karpogory,64.0019,44.4451,21.36,37,56,3.8,RU,1684303911
392,maningrida,-12.0667,134.2667,30.49,41,73,4.81,AU,1684303911
393,port blair,11.6667,92.75,32.02,62,40,4.12,IN,1684303911
394,bayan,46.0833,127.4,21.44,16,72,2.93,CN,1684303912
395,jiaozuo,35.2397,113.2331,34.44,32,4,3.18,CN,1684303912
396,nchelenge,-9.3451,28.734,21.21,71,86,2.23,ZM,1684303912
397,mariel,22.9875,-82.7536,22.08,80,52,1.63,CU,1684303912
398,west fargo,46.875,-96.9004,16.12,57,0,2.06,US,1684303759
399,kungurtug,50.5994,97.5228,12.38,33,76,5.73,RU,1684303913
400,camacha,33.0833,-16.3333,16.68,63,40,8.23,PT,1684303913
401,mahanoro,-19.9,48.8,26.15,70,3,2.0,MG,1684303913
402,nelson bay,-32.7167,152.15,16.67,80,63,6.71,AU,1684303913
403,mount gambier,-37.8333,140.7667,11.55,66,100,2.74,AU,1684303914
404,iracoubo,5.4802,-53.2011,24.99,92,100,3.7,GF,1684303914
405,kiruna,67.8557,20.2251,3.51,93,100,3.6,SE,1684303915
406,haflong,25.1833,93.0333,30.28,52,76,0.5,IN,1684303915
407,kahului,20.8947,-156.47,24.36,75,40,6.69,US,1684303679
408,nivala,63.9167,24.9667,12.05,86,99,4.24,FI,1684303916
409,casa grande,32.8795,-111.7573,26.66,47,20,5.14,US,1684303879
410,nome,64.5011,-165.4064,2.04,87,100,5.14,US,1684303916
411,segovia,41.1667,-4.0,5.8,61,77,2.22,ES,1684303917
412,salamiyah,35.0113,37.0532,29.47,12,92,9.36,SY,1684303917
413,sexsmith,55.35,-118.786,10.64,62,0,1.54,CA,1684303917
414,huaraz,-9.5333,-77.5333,10.24,85,11,1.25,PE,1684303917
415,sorong,-0.8833,131.25,29.17,73,70,6.53,ID,1684303917
416,kaeo,-35.1,173.7833,14.32,86,40,1.28,NZ,1684303918
417,poum,-20.2333,164.0167,25.92,80,36,7.89,NC,1684303918
418,san patricio,28.017,-97.5169,23.92,85,50,1.37,US,1684303918
419,moron,-34.6534,-58.6198,18.31,82,79,3.39,AR,1684303919
420,dudinka,69.4058,86.1778,-0.21,93,56,2.97,RU,1684303919
421,nago,26.5881,127.9761,27.47,69,98,7.33,JP,1684303919
422,luanda,-8.8368,13.2343,25.0,83,40,3.09,AO,1684303919
423,hami,42.8,93.45,27.63,11,9,3.18,CN,1684303920
424,balkanabat,39.5108,54.3671,18.85,49,35,1.98,TM,1684303920
425,kirkwall,58.9848,-2.9587,7.76,81,75,2.06,GB,1684303920
426,akdepe,42.0551,59.3788,20.59,37,20,7.21,TM,1684303920
427,southbridge,42.0751,-72.0334,16.01,70,96,0.45,US,1684303921
428,barahona,18.2085,-71.1008,24.56,86,90,2.21,DO,1684303921
429,vuktyl,63.8567,57.3094,15.38,60,96,4.24,RU,1684303921
430,mehriz,31.5917,54.4318,18.28,24,0,1.56,IR,1684303922
431,springbok,-29.6643,17.8865,10.19,42,21,0.61,ZA,1684303922
432,topolobampo,25.6,-109.05,21.67,74,10,1.84,MX,1684303922
433,shakawe,-18.3667,21.85,16.96,61,36,1.44,BW,1684303922
434,laguna,38.421,-121.4238,24.06,60,0,2.06,US,1684303923
435,alta floresta,-9.8756,-56.0861,20.97,78,22,1.39,BR,1684303923
436,kailua,21.4022,-157.7394,23.99,82,52,0.45,US,1684303923
437,rivadavia,-33.1905,-68.4608,16.42,50,0,3.51,AR,1684303923
438,coruripe,-10.1256,-36.1756,24.46,86,95,1.85,BR,1684303924
439,namibe,-15.1961,12.1522,20.28,68,27,4.33,AO,1684303924
440,san policarpo,12.1791,125.5072,29.61,73,87,3.61,PH,1684303924
441,teacapan,22.55,-105.75,22.24,81,46,0.22,MX,1684303924
442,andenes,69.3143,16.1194,6.99,76,75,2.06,NO,1684303930
443,kostroma,57.7708,40.9344,17.42,59,10,2.67,RU,1684303930
444,synya,65.3718,58.0387,6.02,100,98,3.01,RU,1684303930
445,hofn,64.2539,-15.2082,6.28,77,100,1.0,IS,1684303931
446,mier,26.4333,-99.15,25.54,72,73,3.04,MX,1684303931
447,duma,34.7653,108.135,23.92,40,100,4.18,CN,1684303931
448,majene,-3.5403,118.9707,28.49,76,66,2.5,ID,1684303931
449,hurricane,37.1753,-113.2899,22.5,47,100,1.54,US,1684303932
450,quarai,-30.3875,-56.4514,12.94,92,4,3.54,BR,1684303678
451,batar,46.7,21.8167,16.32,96,100,1.26,RO,1684303932
452,antanifotsy,-19.65,47.3167,17.82,64,0,2.31,MG,1684303932
453,konin,52.2234,18.2512,9.21,80,100,4.44,PL,1684303933
454,illela,13.7292,5.2975,31.61,46,26,5.48,NG,1684303933
455,kapit,2.0167,112.9333,35.3,44,72,1.41,MY,1684303933
456,dunda,-8.1167,34.25,21.71,69,98,2.48,TZ,1684303933
457,altamira,-3.2033,-52.2064,22.65,99,100,0.89,BR,1684303934
458,teya,60.3778,92.6267,3.27,97,100,5.65,RU,1684303934
459,maldonado,-34.6667,-54.9167,15.13,92,53,3.48,UY,1684303934
460,mayo,38.8876,-76.5119,20.06,74,0,2.57,US,1684303934
461,vanimo,-2.6741,141.3028,25.07,94,100,2.56,PG,1684303935
462,salina,38.8403,-97.6114,13.3,97,0,1.54,US,1684303801
463,kenai,60.5544,-151.2583,7.05,70,75,6.69,US,1684303935
464,fort-shevchenko,44.5086,50.263,16.39,66,69,3.2,KZ,1684303935
465,nanchong,30.7951,106.0847,32.4,38,99,2.78,CN,1684303936
466,bandarbeyla,9.4942,50.8122,29.68,71,73,7.22,SO,1684303936
467,fulton,33.7668,-84.4499,19.75,89,75,3.09,US,1684303936
468,riyadh,24.6877,46.7219,34.08,11,21,9.16,SA,1684303808
469,katsuura,35.1333,140.3,23.55,68,0,6.99,JP,1684303937
470,abu zabad,12.35,29.25,32.46,9,37,5.76,SD,1684303937
471,hanzhong,33.0728,107.0303,31.11,39,60,1.66,CN,1684303937
472,kaura namoda,12.5898,6.5779,29.44,55,21,5.12,NG,1684303938
473,mehamn,71.0357,27.8492,7.95,100,100,2.06,NO,1684303938
474,coihaique,-45.5752,-72.0662,7.97,76,100,3.09,CL,1684303943
475,juxtlahuaca,17.4294,-99.1467,21.55,87,53,1.19,MX,1684303944
476,zelenoborskiy,66.845,32.3622,7.23,81,99,2.48,RU,1684303944
477,arman,59.7,150.1667,8.78,52,100,4.96,RU,1684303945
478,havoysund,70.9963,24.6622,6.13,96,100,6.1,NO,1684303945
479,ghanzi,-21.5667,21.7833,16.91,62,19,2.56,BW,1684303945
480,margate,51.3813,1.3862,11.5,85,55,0.45,GB,1684303946
481,santa maria,-29.6842,-53.8069,11.68,91,0,1.95,BR,1684303652
482,marsa matruh,31.3525,27.2453,19.7,78,37,8.57,EG,1684303946
483,bull savanna,17.8868,-77.5902,24.21,84,83,2.4,JM,1684303946
484,rawson,-43.3002,-65.1023,12.54,30,3,4.38,AR,1684303946
485,lar,26.2039,83.9717,41.18,13,3,3.02,IN,1684303947
486,pandan,14.0453,124.1694,30.25,70,97,1.66,PH,1684303947
487,anna paulowna,52.862,4.834,11.11,72,40,4.02,NL,1684303947
488,maun,-19.9833,23.4167,18.14,55,9,1.32,BW,1684303947
489,acapulco,16.8634,-99.8901,28.9,79,20,1.54,MX,1684303815
490,ust-karsk,52.7011,118.8077,17.86,18,47,1.89,RU,1684303948
491,slave lake,55.2834,-114.769,9.99,62,0,2.57,CA,1684303948
492,ostrovnoy,68.0531,39.5131,7.66,93,100,6.24,RU,1684303948
493,hirado,33.3597,129.5531,20.93,75,96,4.37,JP,1684303867
494,normandin,48.8333,-72.5321,0.17,59,89,4.63,CA,1684303949
495,constitucion,-35.3333,-72.4167,12.21,91,24,1.21,CL,1684303949
496,ahipara,-35.1667,173.1667,14.34,72,64,0.86,NZ,1684303949
497,batticaloa,7.7102,81.6924,30.95,65,100,3.03,LK,1684303949
498,roros,62.5747,11.3842,2.91,75,100,5.66,NO,1684303950
499,buala,-8.145,159.5921,28.58,79,75,0.92,SB,1684303950
500,yashkul,46.1711,45.3435,18.09,46,37,6.33,RU,1684303950
501,bambanglipuro,-7.95,110.2833,27.51,67,29,4.92,ID,1684303951
502,ayan,56.45,138.1667,0.69,98,99,1.24,RU,1684303951
503,havelock,34.8791,-76.9013,23.3,90,0,5.66,US,1684303897
504,buin,-33.7333,-70.75,14.85,88,66,0.81,CL,1684303951
505,dongobesh,-4.0667,35.3833,16.02,80,67,3.46,TZ,1684303958
506,kampene,-3.6,26.6667,24.93,75,80,1.0,CD,1684303958
507,sibolga,1.7427,98.7792,30.93,64,9,2.57,ID,1684303958
508,daru,-9.0763,143.2092,26.92,86,98,3.94,PG,1684303959
509,avera,33.194,-82.5271,21.16,92,78,2.74,US,1684303959
510,muli,2.9167,73.5667,28.62,77,97,5.13,MV,1684303959
511,ciudad bolivar,8.1222,-63.5497,27.09,72,83,4.49,VE,1684303959
512,karratha,-20.7377,116.8463,28.26,30,0,6.24,AU,1684303960
513,namatanai,-3.6667,152.4333,28.52,77,90,1.22,PG,1684303960
514,miri,4.4148,114.0089,31.17,62,48,4.76,MY,1684303960
515,gaoua,10.2992,-3.2508,25.65,74,51,2.89,BF,1684303961
516,ust-kuyga,70.0167,135.6,0.8,100,100,5.2,RU,1684303961
517,saint-francois,46.4154,3.9054,8.15,84,0,2.57,FR,1684303691
518,asyut,27.181,31.1837,31.08,15,0,0.53,EG,1684303806
519,pallasovka,50.05,46.8833,19.49,55,95,9.17,RU,1684303962
520,yzeure,46.5644,3.355,7.04,77,1,3.16,FR,1684303962
521,baturaja,-4.1333,104.1667,32.34,57,41,1.47,ID,1684303962
522,rudbar,30.15,62.6,27.01,27,0,6.7,AF,1684303962
523,norsup,-16.0667,167.3833,27.19,81,88,5.81,VU,1684303963
524,anshun,26.25,105.9333,25.01,59,52,2.97,CN,1684303963
525,sao lourenco do sul,-31.3653,-51.9783,13.95,91,0,2.64,BR,1684303963
526,mariakani,-3.8633,39.4736,25.05,73,85,5.56,KE,1684303963
527,preobrazheniye,42.9019,133.9064,18.98,60,74,4.92,RU,1684303964
528,garissa,-0.4536,39.6401,27.86,67,69,7.51,KE,1684303964
529,bara,10.3744,10.7288,28.32,62,100,4.53,NG,1684303815
530,ribeira grande,38.5167,-28.7,17.65,90,24,1.79,PT,1684303965
531,prabumulih,-3.45,104.25,32.91,55,38,1.47,ID,1684303965
532,kudahuvadhoo,2.6708,72.8944,28.59,77,99,6.26,MV,1684303965
533,portree,57.4129,-6.1942,9.73,92,98,3.05,GB,1684303965
534,daoukro,7.0591,-3.9631,22.54,100,97,0.9,CI,1684303970
535,bulgan,48.8125,103.5347,14.72,20,5,6.18,MN,1684303971
536,lasa,46.6166,10.7002,9.65,87,100,3.96,IT,1684303971
537,candelaria,13.9311,121.4233,29.11,79,100,0.85,PH,1684303971
538,barra dos coqueiros,-10.9089,-37.0386,25.01,88,20,1.03,BR,1684303972
539,sibenik,43.7272,15.9058,14.1,90,97,3.13,HR,1684303972
540,ozernovskiy,51.5,156.5167,9.34,50,100,3.71,RU,1684303972
541,lincoln,40.8,-96.667,15.48,66,0,0.45,US,1684303814
542,lakota,5.8528,-5.6883,22.38,99,96,0.27,CI,1684303973
543,bubaque,11.2833,-15.8333,26.43,73,55,4.42,GW,1684303973
544,puerto narino,-3.7703,-70.3831,22.86,99,99,0.22,CO,1684303973
545,urusha,54.05,122.9,12.2,32,100,4.17,RU,1684303973
546,makushino,55.2103,67.2442,13.32,34,6,6.53,RU,1684303973
547,gamba,-2.65,10.0,25.34,93,99,2.56,GA,1684303974
548,jamiltepec,16.2833,-97.8167,24.63,75,3,0.92,MX,1684303974
